Packet_Number,Timestamp,Data
176,2026-01-31 19:26:13,[-65.2014652014652|-63.73626373626374|-51.282051282051285|-59.34065934065934|-30.036630036630036]
177,2026-01-31 19:26:13,[-27.106227106227106|-20.512820512820515|-2.197802197802198|12.454212454212454|32.967032967032964]
178,2026-01-31 19:26:13,[60.07326007326007|73.99267399267399|106.22710622710623|123.80952380952381|167.03296703296704]
179,2026-01-31 19:26:13,[196.33699633699635|217.58241758241758|232.23443223443223|219.04761904761904|229.3040293040293]
180,2026-01-31 19:26:13,[204.3956043956044|167.03296703296704|115.01831501831502|41.75824175824176|-16.84981684981685]
181,2026-01-31 19:26:13,[-76.92307692307692|-123.80952380952381|-160.43956043956044|-201.46520146520146|-211.7216117216117]
182,2026-01-31 19:26:13,[-225.64102564102564|-227.83882783882783|-223.44322344322345|-243.95604395604394|-220.51282051282053]
183,2026-01-31 19:26:13,[-224.9084249084249|-217.58241758241758|-214.65201465201466|-217.58241758241758|-205.12820512820514]
184,2026-01-31 19:26:13,[-196.33699633699635|-195.6043956043956|-189.74358974358975|-199.26739926739927|-182.41758241758242]
185,2026-01-31 19:26:13,[-183.88278388278388|-188.2783882783883|-191.2087912087912|-212.45421245421247|-183.88278388278388]
186,2026-01-31 19:26:13,[-194.13919413919413|-200.0|-194.87179487179486|-203.66300366300365|-195.6043956043956]
187,2026-01-31 19:26:13,[-195.6043956043956|-195.6043956043956|-181.6849816849817|-181.6849816849817|-173.62637362637363]
188,2026-01-31 19:26:13,[-176.55677655677655|-178.02197802197801|-170.6959706959707|-188.2783882783883|-160.43956043956044]
189,2026-01-31 19:26:13,[-169.23076923076923|-169.23076923076923|-169.23076923076923|-171.42857142857142|-160.43956043956044]
190,2026-01-31 19:26:13,[-160.43956043956044|-158.24175824175825|-154.57875457875457|-153.1135531135531|-150.1831501831502]
191,2026-01-31 19:26:13,[-150.1831501831502|-150.1831501831502|-146.5201465201465|-156.04395604395606|-141.3919413919414]
192,2026-01-31 19:26:13,[-153.1135531135531|-164.83516483516485|-169.23076923076923|-150.1831501831502|-137.72893772893772]
193,2026-01-31 19:26:13,[-112.82051282051282|-100.36630036630036|-110.62271062271063|-183.15018315018315|-115.01831501831502]
194,2026-01-31 19:26:13,[-32.967032967032964|-54.94505494505494|-81.31868131868131|-88.64468864468864|-41.75824175824176]
195,2026-01-31 19:26:13,[29.304029304029303|68.13186813186813|10.989010989010989|-18.315018315018314|-129.67032967032966]
196,2026-01-31 19:26:13,[-191.94139194139194|-176.55677655677655|-169.23076923076923|-194.13919413919413|-183.15018315018315]
197,2026-01-31 19:26:13,[-149.45054945054946|-157.50915750915752|-75.45787545787546|155.3113553113553|627.8388278388278]
198,2026-01-31 19:26:13,[753.8461538461538|334.7985347985348|-191.94139194139194|-426.3736263736264|-177.28937728937728]
199,2026-01-31 19:26:13,[-24.175824175824175|-24.175824175824175|-52.747252747252745|-84.98168498168498|-88.64468864468864]
200,2026-01-31 19:26:14,[-102.56410256410257|-41.75824175824176|-59.34065934065934|-75.45787545787546|-2.197802197802198]
201,2026-01-31 19:26:14,[52.747252747252745|44.688644688644686|30.036630036630036|54.21245421245421|100.36630036630036]
202,2026-01-31 19:26:14,[134.06593406593407|180.95238095238096|225.64102564102564|172.16117216117217|154.57875457875457]
203,2026-01-31 19:26:14,[162.63736263736263|178.02197802197801|205.12820512820514|190.47619047619048|210.25641025641025]
